Year,State,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,Insolvent?,R2_NextYear,R1_normal,R2_normal,R3_normal,R4_normal,R5_normal,R6_normal,R7_normal,R8_normal,R9_normal,R10_normal,R11_normal,R12_normal,R13_normal
2014,CA,48,25,4,3,106,1.1,247,5,35,5,-1,-10,-4,Solvent,40,1,1,1,1,0,0,0,1,1,1,1,1,1
2015,CA,67,40,58,3,89,1,-1,-1,43,8,-3,-10,0,Solvent,48,1,1,0,1,1,0,1,1,1,1,1,1,1
2006,MN,128,128,24,0,71,3.4,21,21,73,24,12,12,-8,Insolvent,122,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,MN,122,122,19,0,74,4.1,25,25,71,15,0,12,-10,Solvent,55,1,1,1,1,1,1,1,0,1,1,1,1,1
2006,LA,895,90,-7,0,97,3.7,-11,-11,102,27,-3,-3,-3,Solvent,84,1,1,1,1,1,1,0,0,1,1,1,1,1
2007,LA,837,84,-2,0,99,3.4,5,5,124,23,-1,-4,-2,Solvent,88,1,1,1,1,1,1,1,1,0,1,1,1,1
2008,LA,885,88,-4,0,77,3.4,-9,-9,127,23,-1,-2,0,Solvent,86,1,1,1,1,1,1,1,1,0,1,1,1,1
2009,LA,864,86,2,0,79,3.2,4,4,142,25,1,-1,3,Solvent,5,1,1,1,1,1,1,1,1,0,1,1,1,1
2010,LA,87,5,0,82,3.1,4,4,127,26,1,2,2,37041,Solvent,83,1,1,1,0,1,1,1,0,1,1,1,1,0
2011,LA,835,83,9,0,80,2.7,13,13,123,24,-1,2,0,Solvent,89,1,1,1,1,1,0,1,1,0,1,1,1,1
2012,LA,891,89,5,0,83,2.2,-2,-2,135,25,0,-2,1,Solvent,89,1,1,1,1,1,0,1,1,0,1,1,1,1
2013,LA,888,89,3,0,92,1.7,3,3,141,22,3,1,4,Solvent,87,1,1,1,1,1,0,1,1,0,1,1,1,1
2014,LA,876,87,4,0,96,1.7,5,5,132,21,0,3,4,Solvent,79,1,1,1,1,1,0,1,1,0,1,1,1,1
2015,LA,787,79,0,0,89,1.9,12,12,123,18,-2,-1,1,Solvent,70,1,1,1,1,1,0,1,1,0,1,1,1,1
2007,LA,712,144,999,168,70,4,-3,-3,50,0,2,-2,8,Insolvent,144,1,1,0,0,1,1,1,1,1,1,1,1,1
2008,LA,636,144,53,146,79,3.7,53,23,47,0,4,2,5,Insolvent,155,1,1,0,0,1,1,0,1,1,1,1,1,1
2009,LA,657,155,41,156,79,3.2,31,11,51,0,-2,3,0,Insolvent,148,1,1,0,0,1,1,1,1,1,1,1,1,1
2010,DE,606,148,-1,159,80,2.1,4,11,59,0,2,-2,-5,Insolvent,153,1,1,1,0,1,0,1,1,1,1,1,1,1
2011,DE,622,153,17,173,84,1.3,13,13,67,0,-2,2,0,Insolvent,156,1,1,1,0,1,0,1,1,1,1,1,1,1
2012,DE,648,156,20,202,78,1.2,18,18,60,1,-3,-2,-1,Insolvent,213,1,1,1,0,1,0,1,1,1,1,1,1,1
2013,DE,709,213,54,218,81,1.2,12,4,79,12,1,-3,-6,Insolvent,172,1,1,0,0,1,0,1,1,1,1,1,1,1
2014,DE,554,172,23,162,86,0.8,52,19,60,14,3,0,2,Insolvent,132,1,1,1,0,1,0,0,1,1,1,1,1,1
2015,DE,641,132,2,170,78,0.4,33,33,60,9,0,3,0,Insolvent,177,1,1,1,0,1,0,1,0,1,1,1,1,1
2006,IN,254,114,1,0,82,4.5,15,15,79,21,3,10,-6,Solvent,88,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,IN,224,88,-4,1,76,4.8,24,24,75,18,-3,3,-14,Solvent,70,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,IN,199,70,-4,1,67,5,20,20,69,15,-4,-7,-12,Solvent,61,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,IN,192,61,-3,0,69,5,12,12,67,15,-4,-9,-12,Solvent,48,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,IN,170,48,-6,0,69,4.9,19,19,61,10,-8,-12,-13,Solvent,42,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,IN,176,42,-1,0,67,4.7,14,14,57,10,-3,-10,-10,Solvent,40,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,IN,184,40,3,0,72,4.7,9,9,56,9,-2,-5,-5,Solvent,37,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,IN,198,37,2,0,76,4.4,8,8,55,10,-2,-4,-3,Solvent,35,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,IN,214,35,4,0,69,4,11,11,52,10,-2,-4,2,Solvent,33,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,IN,235,33,4,0,65,3.5,9,9,50,11,-2,-4,2,Solvent,32,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,MN,8,8,181,0,126,2.9,89,1,13,1,-1,0,0,Solvent,11,1,1,0,1,0,0,0,1,1,1,1,1,1
2007,MN,11,11,193,0,64,3.6,107,7,7,2,-1,-1,0,Solvent,18,1,1,0,1,1,1,0,1,1,1,1,1,1
2010,MN,98,98,123,0,87,3.9,2,2,39,13,2,-1,4,Insolvent,103,1,1,0,1,1,1,1,1,1,1,1,1,1
2011,MN,104,103,17,0,83,3.7,11,11,45,14,-3,2,3,Insolvent,101,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,MN,103,101,8,0,81,3.5,10,10,45,14,-2,-3,-2,Insolvent,127,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,MN,133,127,44,0,84,3.6,14,14,50,15,3,-1,-2,Insolvent,121,1,1,0,1,1,1,1,1,1,1,1,1,1
2014,MN,126,121,42,0,84,3.8,49,49,47,14,-2,1,1,Insolvent,146,1,1,0,1,1,1,1,0,1,1,1,1,1
2015,MN,151,146,23,0,84,3.3,1,1,54,18,0,-2,1,Insolvent,160,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,OH,189,133,0,0,93,4.7,12,12,75,5,-2,4,-19,Insolvent,112,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,OH,155,112,0,0,88,4.8,19,19,75,7,-3,-3,-22,Insolvent,111,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,OH,148,111,0,0,85,4.8,1,1,75,5,-3,-4,-17,Solvent,98,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,OH,120,98,-3,0,85,4.6,10,10,72,2,-4,-8,-13,Solvent,91,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,IN,999,9,-77,0,72,3.6,-37,-17,17,1,0,1,4,Solvent,18,0,1,0,1,1,1,0,0,1,1,1,1,1
2007,IN,999,18,90,0,61,4.9,-1,-1,18,1,-1,0,1,Solvent,18,0,1,0,1,1,1,1,1,1,1,1,1,1
2008,IN,999,18,3,0,62,4.7,5,5,16,1,0,-1,0,Solvent,15,0,1,1,1,1,1,1,1,1,1,1,1,1
2009,IN,1045,15,-12,0,63,4.1,4,4,14,1,0,-1,0,Solvent,15,0,1,1,1,1,1,1,1,1,1,1,1,1
2010,IN,941,15,-5,0,65,3,-6,-6,15,1,-1,-1,-1,Solvent,17,0,1,1,1,1,0,1,1,1,1,1,1,1
2011,IN,1110,17,12,0,70,2.1,-1,3,15,1,-1,-2,-1,Solvent,19,0,1,1,1,1,0,1,1,1,1,1,1,1
2012,IN,1227,19,14,0,81,1.5,1,1,16,2,0,-2,0,Solvent,21,0,1,1,1,1,0,1,1,1,1,1,1,1
2013,IN,1604,21,16,0,91,1.2,3,-9,215,148,0,0,0,Solvent,23,0,1,1,1,1,0,1,1,0,0,1,1,1
2014,IN,2356,23,7,0,93,1,-1,-1,21,0,0,0,0,Solvent,23,0,1,1,1,1,0,1,1,1,1,1,1,1
2015,IN,2483,23,1,0,91,1,1,1,20,2,0,0,0,Solvent,30,0,1,1,1,1,0,1,1,1,1,1,1,1
2006,CT,130,111,1,0,82,4.4,12,12,61,4,-1,-6,0,Solvent,97,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,CT,116,97,1,0,82,4.6,15,15,55,4,-5,-3,1,Insolvent,107,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,CT,130,107,0,0,87,4.8,-9,-9,59,4,-5,-8,-12,Insolvent,120,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,CT,130,120,17,0,88,4.5,4,4,58,3,-6,-8,-7,Insolvent,132,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,CT,143,132,5,0,84,4.1,-4,-4,60,4,-12,-11,-7,Insolvent,120,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,CT,271,120,-9,0,91,3.6,0,0,58,1,-4,-7,-10,Insolvent,174,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,CT,385,174,9,0,104,3.3,-25,-25,138,9,-1,-5,-2,Insolvent,144,1,1,1,1,0,1,0,0,0,1,1,1,1
2013,CT,318,144,6,0,103,3.2,29,15,79,7,-5,-4,4,Insolvent,145,1,1,1,1,0,1,1,1,1,1,1,1,1
2014,CT,315,145,7,0,93,2.7,6,6,72,7,-3,-8,1,Insolvent,143,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,CT,305,143,5,0,93,2.6,7,7,69,5,0,-2,1,Insolvent,166,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,CA,0,0,-9,0,0,4.4,-7,-7,7,0,3,3,0,Solvent,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,CA,1,1,83,0,0,4.9,4,4,11,1,8,11,0,Solvent,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2008,CA,1,1,6,0,0,5,3,3,13,0,5,13,0,Solvent,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,CA,1,1,1,0,0,4.5,3,3,9,1,0,5,0,Solvent,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,CA,1,1,-1,0,0,4,2,2,10,0,4,4,0,Solvent,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,CA,1,1,1,0,0,3.6,3,3,6,0,0,4,0,Solvent,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,CA,1,1,-1,0,0,3.4,2,2,19,0,0,0,0,Solvent,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,CA,1,1,2,0,0,2.5,1,1,10,0,3,3,0,Solvent,1,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,CA,1,1,1,0,0,2.1,1,1,6,0,3,5,0,Solvent,1,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,CA,1,1,-5,0,0,1.9,2,2,4,0,0,3,0,Solvent,1,1,1,1,1,1,0,1,1,1,1,1,1,1
2010,FL,55,39,-15,0,59,-1,26,26,58,3,-3,4,-5,Solvent,43,1,1,1,1,1,0,1,0,1,1,1,1,1
2011,FL,51,43,41,0,60,-2.2,28,28,62,3,0,-3,-2,Solvent,44,1,1,0,1,1,0,1,0,1,1,1,1,1
2012,FL,55,44,12,0,71,0,10,10,61,3,2,0,-5,Solvent,34,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,FL,51,34,-15,0,77,0,13,13,61,3,1,3,-2,Solvent,24,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,FL,39,24,-19,0,72,0,11,11,54,2,1,2,0,Solvent,13,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,FL,28,13,-42,0,77,0,5,5,47,2,1,3,-1,Solvent,8,1,1,0,1,1,0,1,1,1,1,1,1,1
2006,OH,640,256,98,0,87,6.3,49,36,21,10,0,0,114,Insolvent,283,1,1,0,1,1,1,1,0,1,1,1,1,0
2007,OH,281,283,65,0,93,3.6,50,1,60,6,1,0,5,Insolvent,298,1,1,0,1,1,1,0,1,1,1,1,1,1
2008,OH,298,298,27,0,89,3.5,20,20,69,8,1,0,-40,Insolvent,298,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,OH,298,298,-2,0,82,3.9,-2,-2,70,8,0,2,-16,Insolvent,294,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,OH,294,294,2,0,82,3.2,3,3,71,9,2,-6,-21,Insolvent,301,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,OH,301,301,7,0,87,2.8,4,4,72,8,-7,-2,-27,Insolvent,280,1,0,1,1,1,0,1,1,1,1,1,1,1
2012,OH,280,280,8,0,91,2.3,17,17,69,8,-15,-15,-16,Insolvent,288,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,OH,288,288,13,0,92,2.1,10,10,72,9,5,-11,-11,Insolvent,295,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,OH,296,295,9,0,89,1.9,6,6,73,9,-5,-4,-11,Insolvent,286,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,OH,286,286,13,0,81,2,17,17,67,8,-13,-19,8,Insolvent,294,1,1,1,1,1,0,1,1,1,1,1,1,1
2007,IN,331,19,999,0,999,4.8,-10,-10,18,1,-1,0,0,Solvent,18,1,1,0,1,0,1,0,0,1,1,1,1,1
2008,IN,241,18,3,0,62,4.8,4,4,17,1,0,-1,0,Solvent,16,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,IN,122,16,-12,0,64,4.2,4,4,15,1,0,-1,0,Solvent,-5,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,IN,14,-5,0,64,3.4,4,4,15,1,-1,-1,-1,5950,Solvent,15,1,1,1,0,1,1,1,1,1,1,1,1,0
2011,IN,407,15,12,0,68,2.6,3,3,16,1,-1,-2,-1,Solvent,24,1,1,1,1,1,0,1,1,1,1,1,1,1
2012,IN,676,24,14,0,78,2.7,-27,-9,28,2,0,-1,0,Solvent,30,1,1,1,1,1,0,0,1,1,1,1,1,1
2013,IN,571,30,16,0,89,2.1,-8,-8,92,27,0,0,0,Solvent,33,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,VT,64,71,25,0,60,3.9,57,57,65,0,-33,-40,-14,Solvent,44,1,1,1,1,1,1,0,0,1,1,1,1,1
2007,VT,41,44,-26,0,56,4.2,18,19,53,0,-22,-52,-19,Solvent,44,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,VT,50,44,19,0,66,4.3,20,22,48,0,-19,-33,-14,Solvent,44,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,VT,52,44,9,0,66,4.3,9,17,43,0,-15,-26,-10,Solvent,42,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,VT,46,42,2,0,75,3.4,8,9,45,6,-10,-18,-13,Solvent,34,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,VT,44,34,-8,0,79,4.4,13,13,36,4,-12,-15,-10,Solvent,31,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,VT,44,31,-8,0,85,2.8,0,0,38,4,-7,-17,-13,Solvent,30,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,VT,45,30,-1,0,97,2.6,2,2,31,2,-5,-9,-8,Solvent,30,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,VT,45,30,6,0,83,2.3,6,6,30,2,-7,-10,-4,Solvent,33,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,VT,49,33,9,0,83,2,-1,-1,30,2,-2,-9,-2,Solvent,35,1,1,1,1,1,0,1,1,1,1,1,1,1
2008,OH,0,0,999,0,999,5.1,-1,-1,86,0,21,46,0,Solvent,0,1,1,0,1,0,1,1,1,1,1,0,0,1
2009,OH,0,0,-40,0,0,4.8,7,7,85,0,3,25,0,Solvent,0,1,1,0,1,1,1,1,1,1,1,1,0,1
2010,OH,0,0,214,0,0,4.7,18,18,78,0,-1,3,0,Solvent,0,1,1,0,1,1,1,1,1,1,1,1,1,1
2011,OH,0,0,-80,0,0,4.3,8,8,77,0,7,8,0,Solvent,0,1,1,0,1,1,1,1,1,1,1,1,1,1
2012,OH,0,0,16,0,0,4.3,6,11,72,0,1,8,0,Solvent,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,OH,0,0,34,0,0,4.3,0,10,71,0,10,12,0,Solvent,0,1,1,0,1,1,1,1,1,1,1,1,1,1
2009,IL,0,0,0,0,0,2.4,-46,-46,4,0,0,0,0,Solvent,0,1,1,1,1,1,0,0,0,1,1,1,1,1
2015,IL,3,3,999,0,-90,1.2,906,10,2,0,0,0,0,Solvent,22,1,1,0,1,1,0,0,1,1,1,1,1,1
2006,VT,53,27,-1,3,103,2.9,-4,-2,48,9,1,-3,-7,Solvent,31,1,1,1,1,0,0,1,1,1,1,1,1,1
2007,VT,65,31,20,3,92,3.5,4,6,48,8,-19,-13,-21,Solvent,28,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,VT,59,28,-6,3,88,3.6,4,6,47,6,-9,-20,-19,Solvent,27,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,VT,58,27,-16,3,100,3.2,-13,-11,53,5,-9,-3,-25,Solvent,18,1,1,1,1,0,1,0,0,1,1,1,1,1
2010,VT,42,18,-33,3,116,2.5,2,4,53,3,-9,-10,-29,Solvent,17,1,1,0,1,0,0,1,1,1,1,1,1,1
2011,VT,37,17,-4,1,124,2.5,-2,1,46,3,-11,-7,-6,Solvent,16,1,1,1,1,0,0,1,1,1,1,1,1,1
2012,VT,34,16,-9,2,131,1.5,-5,-2,45,2,-12,-19,-9,Solvent,12,1,1,1,1,0,0,1,1,1,1,1,1,1
2013,VT,28,12,-28,2,149,1.1,-1,0,45,2,-5,-10,-10,Solvent,15,1,1,1,1,0,0,1,1,1,1,1,1,1
2014,VT,37,15,22,2,142,1.1,-2,-2,45,4,-3,-7,-11,Solvent,18,1,1,1,1,0,0,1,1,1,1,1,1,1
2015,VT,35,18,15,1,128,1,-2,-2,43,2,-5,-6,3,Solvent,17,1,1,1,1,0,0,1,1,1,1,1,1,1
2009,CA,0,0,0,0,0,4.1,4,4,2,0,0,0,0,Solvent,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,CA,98,73,999,0,102,1.8,-3,-3,57,8,2,1,0,Solvent,82,1,1,0,1,0,0,1,1,1,1,1,1,1
2013,CA,189,82,11,0,104,1.3,-1,-1,70,21,2,6,-3,Insolvent,109,1,1,1,1,0,0,1,1,1,1,1,1,1
2014,CA,259,109,13,0,114,1.3,-14,-32,80,25,27,22,5,Solvent,11,1,1,1,1,0,0,0,0,1,1,0,0,1
2006,HI,24,23,11,0,77,0.8,3,3,31,5,-10,-4,-16,Solvent,30,1,1,1,1,1,0,1,1,1,1,1,1,1
2007,HI,30,30,31,0,97,0.8,1,1,38,6,0,-9,-13,Solvent,44,1,1,1,1,1,0,1,1,1,1,1,1,1
2008,HI,45,44,22,0,128,1.7,-18,-18,51,6,15,9,9,Solvent,52,1,1,1,1,0,0,0,0,1,1,1,1,1
2009,HI,54,52,-5,0,115,2.6,-18,-18,57,10,-2,10,0,Solvent,41,1,1,1,1,0,0,0,0,1,1,1,1,1
2010,HI,45,41,-8,0,71,1.3,17,17,52,8,-9,-14,-14,Solvent,34,1,1,1,1,1,0,1,1,1,1,1,1,1
2011,HI,38,34,10,0,55,1.1,32,32,46,11,-16,-32,-13,Solvent,36,1,1,1,1,1,0,1,0,1,1,1,1,1
2012,HI,40,36,9,0,72,0,3,3,47,12,-9,-32,-15,Solvent,25,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,HI,30,25,-23,0,85,0.2,10,10,44,10,-10,-17,-19,Solvent,13,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,HI,16,13,-46,0,81,0,6,6,37,7,-5,-14,-19,Solvent,13,1,1,0,1,1,0,1,1,1,1,1,1,1
2015,HI,15,13,6,0,75,0,7,7,31,7,-5,-10,-7,Solvent,13,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,VT,56,26,0,1,118,2.7,-9,-9,54,1,11,19,-2,Solvent,23,1,1,1,1,0,0,1,1,1,1,1,1,1
2007,VT,42,23,-1,1,118,2.9,13,13,47,3,3,11,-1,Solvent,37,1,1,1,1,0,0,1,1,1,1,1,1,1
2008,VT,69,37,0,1,188,3.7,-39,-39,70,1,33,20,-33,Solvent,95,1,1,1,1,0,1,0,0,1,1,0,0,1
2009,VT,164,95,4,3,211,3.3,-59,-59,88,4,-2,33,-12,Solvent,62,1,1,1,1,0,1,0,0,1,1,1,0,1
2010,VT,116,62,11,2,107,3.3,70,72,79,4,-28,-18,23,Solvent,50,1,1,1,1,0,1,0,0,1,1,1,1,1
2011,VT,108,50,-9,3,93,2.8,14,13,75,5,2,-8,11,Solvent,62,1,1,1,1,1,0,1,1,1,1,1,1,1
2012,VT,131,62,5,4,124,2.7,-15,-15,82,5,16,17,31,Solvent,58,1,1,1,1,0,0,0,0,1,1,1,1,0
2013,VT,130,58,10,3,116,2,18,18,73,0,-2,17,23,Solvent,64,1,1,1,1,0,0,1,1,1,1,1,1,1
2014,VT,136,64,6,4,107,1.7,-4,-4,76,0,17,30,47,Solvent,61,1,1,1,1,0,0,1,1,1,1,1,0,0
2015,VT,134,61,1,4,112,1.7,4,5,73,2,0,14,30,Solvent,83,1,1,1,1,0,0,1,1,1,1,1,1,0
2006,VT,243,36,9,0,62,3.5,13,11,81,55,1,-8,-13,Solvent,37,1,1,1,1,1,1,1,1,1,0,1,1,1
2007,VT,246,37,6,0,71,2.7,5,4,83,54,-13,-9,-32,Solvent,38,1,1,1,1,1,0,1,1,1,0,1,1,1
2008,VT,253,38,0,0,97,4.1,-3,-4,96,50,3,-13,-38,Solvent,48,1,1,1,1,1,1,1,1,1,0,1,1,1
2009,VT,321,48,-10,0,162,3.2,-29,-30,115,58,-17,-13,-56,Solvent,51,1,1,1,1,0,1,0,0,0,0,1,1,1
2010,VT,339,51,6,0,166,2.2,0,-1,96,34,-14,-22,-33,Solvent,46,1,1,1,1,0,0,1,1,1,1,1,1,1
2011,VT,376,46,-25,0,124,1.8,-18,-19,100,36,2,-20,-31,Solvent,32,1,1,1,1,0,0,0,0,1,1,1,1,1
2012,VT,322,32,-23,23,99,1.1,11,10,105,30,-15,2,-35,Solvent,23,1,1,1,0,1,0,1,1,0,1,1,1,1
2013,VT,233,23,-3,17,25,0.6,33,34,76,24,-8,-16,13,Solvent,20,1,1,1,0,1,0,1,0,1,1,1,1,1
2014,VT,199,20,-1,15,0,0.5,20,20,52,22,-15,-24,19,Solvent,17,1,1,1,0,1,0,1,1,1,1,1,1,1
2015,VT,168,17,-8,13,0,0.3,8,8,47,16,-7,-25,1,Solvent,14,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,TX,36,20,-27,0,73,3.1,7,7,48,0,-13,-18,-29,Solvent,46,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,TX,56,46,62,0,168,3.3,-29,-29,70,1,-7,-20,7,Solvent,45,1,1,0,1,0,1,0,0,1,1,1,1,1
2010,TX,46,34,-5,0,45,3,23,23,47,4,-3,-8,-6,Solvent,33,1,1,1,1,1,0,1,1,1,1,1,1,1
2011,TX,42,33,18,0,46,2.7,20,20,44,4,-5,-7,-2,Solvent,32,1,1,1,1,1,0,1,1,1,1,1,1,1
2012,TX,41,32,7,0,41,2.6,13,13,42,4,-3,-9,1,Solvent,66,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,TX,83,66,4,0,38,2.5,-50,-50,62,8,-5,-8,-1,Solvent,52,1,1,1,1,1,0,0,0,1,1,1,1,1
2014,TX,66,52,6,0,43,2,33,33,56,7,-3,-6,-7,Solvent,49,1,1,1,1,1,0,1,0,1,1,1,1,1
2015,TX,61,49,1,0,48,1.9,8,8,55,7,-5,-10,-6,Solvent,46,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,VA,437,166,3,0,92,4.2,7,7,71,0,-6,-12,-1,Insolvent,179,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,VA,443,179,19,0,94,4.6,10,10,75,12,-4,-12,3,Insolvent,160,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,VA,414,160,-4,0,94,4.8,7,7,72,9,-5,-10,-10,Insolvent,161,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,VA,438,161,1,0,91,4.2,0,0,75,10,-8,-11,-5,Insolvent,141,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,VA,416,141,-4,0,90,3.4,11,11,70,8,-6,-16,-5,Insolvent,133,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,VA,411,133,1,0,94,3.3,7,7,68,7,-8,-13,-1,Insolvent,152,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,VA,463,152,12,0,98,2.8,-2,-2,76,12,0,-8,-20,Insolvent,155,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,VA,492,155,2,0,101,2.7,-1,-1,79,15,-6,-5,-21,Insolvent,139,1,1,1,1,0,0,1,1,1,1,1,1,1
2014,VA,455,139,0,0,96,2.5,11,11,88,21,-8,-14,-6,Insolvent,124,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,VA,423,124,-5,0,91,2.4,8,8,74,11,-10,-16,-5,Insolvent,114,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,NY,54,16,999,8,540,3.3,999,999,29,13,0,0,0,Insolvent,134,1,1,0,1,0,1,0,0,1,1,1,1,1
2007,NY,198,134,774,10,126,2.2,3,-35,58,18,1,0,0,Insolvent,145,1,1,0,1,0,0,1,0,1,1,1,1,1
2008,NY,212,145,28,9,115,3.9,18,-38,70,15,10,0,-27,Insolvent,128,1,1,1,1,0,1,1,0,1,1,1,1,1
2009,NY,186,128,9,7,114,2.7,24,-24,71,12,-10,8,-49,Insolvent,271,1,1,1,1,0,0,1,0,1,1,1,1,1
2010,NY,383,271,21,16,124,1.8,-43,-58,93,45,8,8,-97,Insolvent,154,1,1,1,0,0,0,0,0,1,0,1,1,1
2011,NY,222,154,-20,10,128,1.2,42,-34,91,23,-28,4,-34,Insolvent,157,1,1,1,1,0,0,1,0,1,1,1,1,1
2012,NY,246,157,10,13,120,0.9,7,-35,91,27,-36,-62,-47,Insolvent,172,1,1,1,1,0,0,1,0,1,1,1,1,1
2013,NY,274,172,10,13,112,0.5,0,-14,95,23,-11,-38,17,Insolvent,259,1,1,1,1,0,0,1,0,1,1,1,1,1
2014,NY,366,259,68,11,105,0.4,12,-47,88,20,-17,-33,94,Insolvent,194,1,1,0,1,0,0,1,0,1,1,1,1,0
2015,NY,363,194,-17,30,116,0.6,11,-54,92,23,42,6,58,Insolvent,178,1,1,1,0,0,0,1,0,1,1,0,1,0
2006,NJ,191,180,-8,0,96,4.2,69,0,75,4,16,32,-37,Insolvent,126,1,1,1,1,1,1,0,1,1,1,1,0,1
2007,NJ,135,126,-15,0,89,4.7,22,14,67,2,0,22,-11,Insolvent,132,1,1,1,1,1,1,1,1,1,1,1,0,1
2008,NJ,143,132,3,0,94,5.1,-2,-5,69,3,14,15,17,Solvent,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,IN,173,96,-9,0,93,3.7,38,8,77,33,-15,-9,-9,Solvent,89,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,IN,173,89,-3,1,93,3.4,6,1,66,22,2,-12,-2,Solvent,83,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,IN,153,83,7,1,88,3.2,14,14,75,18,2,3,-7,Solvent,73,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,IN,172,73,-20,1,89,3.3,-9,-9,76,29,-8,-2,-4,Solvent,83,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,IN,200,83,9,1,110,2.1,-4,-4,70,25,1,-9,7,Solvent,76,1,1,1,1,0,0,1,1,1,1,1,1,1
2011,IN,191,76,-6,2,109,1.9,2,2,72,23,-3,1,-8,Solvent,83,1,1,1,1,0,0,1,1,1,1,1,1,1
2012,IN,247,83,-5,1,114,1.5,-13,-13,85,30,-7,-5,-20,Solvent,64,1,1,1,1,0,0,0,0,1,1,1,1,1
